"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_RuneStone_Ice","Rune of Ice","Rune of Ice","Runa ledu","Eis-Rune","Руна льда","Runa lodu","Jég rúna","Rune di ghiaccio","Runa de hielo","Rune de glace","冰之符文","氷のルーン","Runa de gelo","冰之符文",
"STR_RuneStone_Ice1","The Rune of ice is the eleventh rune of the elder and Anglo-Saxon Futhark and the ninth rune of the younger Futhark.","The Rune of ice is the eleventh rune of the elder and Anglo-Saxon Futhark and the ninth rune of the younger Futhark.","Runa ledu je jedenáctá runa staršího a anglosaského futarka a devátá runa mladšího futarka.","Die Eisrune ist die elfte Rune des älteren und angelsächsischen Futarks und die neunte Rune des Junior Futarks.","Руна льда -  одиннадцатая руна старшего и англосаксонского футарков и девятая руна младшего футарка.","Runa lodu-jedenasta runa futharka starszego i anglosaskiego oraz dziewiąta runa futharka młodszego.","A jég rúna az idősebb és az angolszász Futhark tizenegyedik rúnája és a fiatalabb Futhark kilencedik rúnája.","La runa del ghiaccio è l'undicesima runa del Futhark senior e anglosassone e la nona runa del Futhark Junior.","La runa de hielo es la undécima runa del Futhark mayor y anglosajón y la novena runa del Futhark menor.","La rune de glace est la onzième rune des futarks aînés et Anglo-saxons et la neuvième rune des futarks juniors.","冰之符文是长老和盎格鲁撒克逊人富塔克的第十一个符文，也是年轻的富塔克的第九个符文。","氷のルーンは、長老とアングロサクソンのフサークの11番目のルーンであり、若いフサークの9番目のルーンです。","A runa de gelo é a décima primeira Runa dos futarks mais velhos e anglo-saxões e a nona Runa dos futarks mais jovens.","冰之符文是长老和盎格鲁撒克逊人富塔克的第十一个符文，也是年轻的富塔克的第九个符文。",
"STR_RuneStone_IceSmall","The rune of ice is small","The rune of ice is small","Runa ledu malá","Kleine Eisrune","Руна льда малая","Runa lodowa mała","A jég rúna kicsi","Runa di ghiaccio piccola","Runa de hielo pequeña","Petite rune de glace","冰的符文很小","氷のルーンは小さい","Runa de gelo pequena","冰的符文很小",
"STR_RuneStone_Ice1Small","The rune of ice minor is the eleventh rune of the elder and Anglo-Saxon Futhark and the ninth rune of the younger Futhark.","The rune of ice minor is the eleventh rune of the elder and Anglo-Saxon Futhark and the ninth rune of the younger Futhark.","Runa ledu malá je jedenáctou runou starších a anglosaských futarků a devátou runou mladšího futarka.","Die kleine Rune des Eises ist die elfte Rune des älteren und angelsächsischen Futarks und die neunte Rune des Junior Futarks.","Руна льда малая  -  одиннадцатая руна старшего и англосаксонского футарков и девятая руна младшего футарка.","Runa lodowa mała-jedenasta runa futarka starszego i anglosaskiego oraz dziewiąta runa futarka młodszego.","Az ice minor rúna az idősebb és az angolszász Futhark tizenegyedik rúnája, a fiatalabb Futhark kilencedik rúnája.","La runa del ghiaccio minore è l'undicesima runa del Futhark maggiore e anglosassone e la nona runa del Futhark minore.","La runa de hielo menor es la undécima runa del Futhark mayor y anglosajón y la novena runa del Futhark menor.","La petite rune de glace est la onzième rune des futarks plus âgés et Anglo-saxons et la neuvième rune des futarks plus jeunes.","冰小调的符文是长老和盎格鲁撒克逊人富塔克的第十一个符文和年轻的富塔克的第九个符文。","氷のマイナーのルーンは、長老とアングロサクソンのフサークの11番目のルーンであり、若いフサークの9番目のルーンです。","A runa de gelo menor é a décima primeira Runa dos futarks mais velhos e anglo-saxões e a nona Runa dos futarks mais jovens.","冰小调的符文是长老和盎格鲁撒克逊人富塔克的第十一个符文和年轻的富塔克的第九个符文。",
"STR_RuneStone_Storm","The Wind Rune","The Wind Rune","Runa větru","Wind-Rune","Руна ветра","Runa wiatru","A Szél Rúna","Runa del vento","Runa del viento","Rune du vent","风符文","風のルーン","Runa do vento","风符文",
"STR_RuneStone_Storm1","The wind rune is the ninth rune of the Slavic (Venedian) runic series, which is considered the rune of Veles, the god of wisdom, art and nature.","The wind rune is the ninth rune of the Slavic (Venedian) runic series, which is considered the rune of Veles, the god of wisdom, art and nature.","Runa větru je devátou runou slovanské (vídeňské) Runové řady, která je považována za runu Velese, boha moudrosti, umění a přírody.","Die Windrune ist die neunte Rune der slawischen Runenreihe, die als Rune von Veles, dem Gott der Weisheit, der Kunst und der Natur, angesehen wird.","Руна ветра - девятая руна славянского (венедского) рунического ряда, которая считается руной Велеса, бога мудрости, искусства и природы.","Runa wiatru dziewiąta runa słowiańskiej (wenedyjskiej) serii runicznej, która jest uważana za runę Velesa, boga mądrości, sztuki i natury.","A szél rúna a szláv (Venedian) rúna sorozat kilencedik rúnája, amely Veles rúnája, a bölcsesség, a művészet és a természet Istene.","La runa del vento è la nona Runa della serie runica slava (vened), considerata la runa di Veles, il dio della saggezza, dell'arte e della natura.","La runa del viento es la novena runa de la serie rúnica eslava (venediana), que se considera la runa de Vélez, el Dios de la sabiduría, el arte y la naturaleza.","La rune du vent est la neuvième rune de la série runique slave (vened), considérée comme la rune de Vélès, Dieu de la sagesse, de l'art et de la nature.","风符文是斯拉夫（Venedian）符文系列的第九个符文，被认为是智慧，艺术和自然之神韦莱斯的符文。","風のルーン文字は、知恵、芸術、自然の神であるヴェレスのルーン文字と見なされているスラブ（ベネディアン）ルーン文字シリーズの9番目のルーン文字です。","A runa do vento é a nona runa da série rúnica eslava (Veneda), que é considerada a runa de Veles, o deus da sabedoria, arte e natureza.","风符文是斯拉夫（Venedian）符文系列的第九个符文，被认为是智慧，艺术和自然之神韦莱斯的符文。",
"STR_RuneStone_StormSmall1","The small wind rune is the ninth rune of the Slavic (Venedian) runic series, which is considered the rune of Veles, the god of wisdom, art and nature.","The small wind rune is the ninth rune of the Slavic (Venedian) runic series, which is considered the rune of Veles, the god of wisdom, art and nature.","Větrná runa malá je devátou runou slovanské (vídeňské) Runové řady, která je považována za runu Velese, boha moudrosti, umění a přírody.","Die Windrune ist die neunte Rune der slawischen Runenreihe, die als Rune von Veles, dem Gott der Weisheit, der Kunst und der Natur, angesehen wird.","Руна ветра малая - девятая руна славянского (венедского) рунического ряда, которая считается руной Велеса, бога мудрости, искусства и природы.","Runa wiatru mała dziewiąta runa słowiańskiego (wenedyjskiego) szeregu runicznego, która jest uważana za runę Velesa, boga mądrości, sztuki i natury.","A kis szél rúna a szláv (Venedian) rúna sorozat kilencedik rúnája, amely Veles rúnája, a bölcsesség, a művészet és a természet Istene.","La runa del vento minore è la nona Runa della serie runica slava (vened), che è considerata la runa di Veles, il dio della saggezza, dell'arte e della natura.","La runa del viento es la novena runa de la serie rúnica eslava (venediana), que se considera la runa de Vélez, el Dios de la sabiduría, el arte y la naturaleza.","La rune du vent est la neuvième rune de la série runique slave (vened), considérée comme la rune de Vélès, Dieu de la sagesse, de l'art et de la nature.","小风符文是斯拉夫（Venedian）符文系列的第九个符文，被认为是智慧，艺术和自然之神韦莱斯的符文。","小さな風のルーンは、知恵、芸術、自然の神であるヴェレスのルーンと見なされているスラブ（ベネディアン）ルーン文字シリーズの9番目のルーン文字です。","A runa do vento é a nona runa da série rúnica eslava (Veneda), que é considerada a runa de Veles, o deus da sabedoria, arte e natureza.","小风符文是斯拉夫（Venedian）符文系列的第九个符文，被认为是智慧，艺术和自然之神韦莱斯的符文。",
"STR_RuneStone_StormSmall","The wind Rune is small","The wind Rune is small","Větrná runa malá","Windrune klein","Руна ветра малая","Runa wiatru mała","A szél Rúna kicsi","Runa del vento piccola","Runa del viento pequeña","Petite rune de vent","风符小","風のルーンは小さいです","Runa pequena do vento","风符小",
"STR_Spider_Lapka","Spider's Foot","Spider's Foot","Pavoučí noha","Spinnenfuß","Лапка паука","Łapka pająka","Pók lába","Piede di ragno","Pata de araña","Patte d'araignée","蜘蛛的脚","クモの足","Pé de aranha","蜘蛛的脚",
"STR_Mutant_Spider","Spider","Spider","Pavouk","Spinne","Паук","Pająk","Spider","Ragno","Araña","Araignée","蜘蛛","スパイダー","Aranha","蜘蛛",
"STR_Mutant_Spider1","A mutant spider cub","A mutant spider cub","Mládě pavouka mutanta","Baby der Mutanten-Spinne","Детеныш паука мутанта","Zmutowane dziecko pająka","Egy mutáns Spider cub","Cucciolo di ragno mutante","Cachorro de araña mutante","Ourson d'araignée de mutant","一只变异蜘蛛幼崽","ミュータントスパイダーカブ","Filhote de aranha mutante","一只变异蜘蛛幼崽",
"STR_Mutant_Spider2","The male mutant spider","The male mutant spider","Samec pavouka mutanta","Männchen der Mutanten-Spinne","Самец паука мутанта","Samiec mutanta pająka","A hím mutáns pók","Ragno mutante maschio","Araña mutante macho","Araignée mutante mâle","雄性变异蜘蛛","雄の突然変異クモ","Aranha macho mutante","雄性变异蜘蛛",
"STR_Mutant_Spider3","Female mutant spider","Female mutant spider","Samice pavouka mutanta","Weibliche Mutantenspinne","Самка паука мутанта","Samica mutanta pająka","Női mutáns pók","Ragno mutante femmina","Hembra araña mutante","Araignée mutante femelle","雌性变异蜘蛛","女性の突然変異体のスパイダー","Aranha fêmea mutante","雌性变异蜘蛛",
"STR_Magic_Kirka","Magic Pickaxe","Magic Pickaxe","Magický krumpáč","Magische Spitzhacke","Магическая кирка","Magiczny kilof","Mágikus Csákány","Piccone magico","Pico mágico","Pioche magique","魔术镐","魔法のつるはし","Picareta mágica","魔术镐",
"STR_Magic_Kirka1","A magic pickaxe with which you can crush the totems of the Ents","A magic pickaxe with which you can crush the totems of the Ents","Kouzelný krumpáč, pomocí kterého můžete rozdrtit totemy entů","Eine magische Spitzhacke, mit der du Ententotems zerquetschen kannst","Магическая кирка, с помощью которой можно дробить тотемы Энтов","Magiczny kilof, za pomocą którego możesz zmiażdżyć totemy ENT","Egy mágikus csákány, amellyel összetörheti az Ents totemeit","Un piccone magico con cui puoi schiacciare i totem degli Ent","Pico mágico con el que puedes aplastar tótems ENTS","Pioche magique avec laquelle vous pouvez écraser les totems des Ents","一个神奇的鹤嘴锄，你可以用它粉碎恩特人的图腾","あなたがエントのトーテムを粉砕することができる魔法のつるはし","Picareta mágica com a qual você pode esmagar totens Ent","一个神奇的鹤嘴锄，你可以用它粉碎恩特人的图腾",
"STR_Zanoza_eye","Splinter eyes","Splinter eyes","Oči třísky","Augen sind Splitter","Глаза занозы","Oczy drzazgi","Splinter eyes","Occhi scheggia","Ojos astilla","Les yeux de l'éclat","分裂的眼睛","スプリンター-アイズ","Olhos lascas","分裂的眼睛",
"STR_Zanoza_stick","Splinter tail","Splinter tail","Ocas třísky","Splitterschwanz","Хвост занозы","Ogon drzazgi","Szilánk farok","Coda scheggia","Cola de astilla","Queue d'écharde","分裂的尾巴","スプリンターテール","Lascas de cauda","分裂的尾巴",
"STR_Mutant_Zanoza","A splinter","A splinter","Tříska","Splitter","Заноза","Drzazga","Egy szilánk","Scheggia","Rancajo","Écharde","一个碎片","破片","Lasca","一个碎片",
"STR_Mutant_Zanoza1","A splinter is a mutant that appeared as a result of a stick insect mutation, a distinctive feature is glowing red eyes in the dark","A splinter is a mutant that appeared as a result of a stick insect mutation, a distinctive feature is glowing red eyes in the dark","Tříska-mutant, který se objevil v důsledku mutace tyčinky, charakteristickým znakem jsou svítící červené oči ve tmě","Der Splitter ist eine Mutante, die als Folge der Mutation des Stäbchens erscheint, ein Markenzeichen sind die leuchtenden roten Augen im Dunkeln","Заноза - мутант появившийся в результате мутации палочника, отличительная черта - светящиеся красные глаза в темноте","Drzazga - mutant, który pojawił się w wyniku mutacji patyka, charakterystyczną cechą są świecące czerwone oczy w ciemności","A szilánk egy mutáns, amely egy bot rovar mutáció eredményeként jelent meg, megkülönböztető jellemzője a sötétben izzó vörös szem","Scheggia-un mutante che è apparso a seguito di una mutazione del bastone, una caratteristica distintiva sono gli occhi rossi luminosi al buio","Astilla-mutante apareció como resultado de la mutación del palo, una característica distintiva - ojos rojos brillantes en la oscuridad","L'écharde est un mutant apparu à la suite d'une mutation du bâtard, la caractéristique distinctive est les yeux rouges brillants dans l'obscurité","碎片是一种突变体，由于棒状昆虫突变而出现，其显着特征是在黑暗中发光的红色眼睛","破片は棒状の昆虫の突然変異の結果として現れた突然変異体であり、独特の特徴は暗闇の中で赤い目を輝かせることです","Lasca-mutante resultante de uma mutação de varinha, uma característica distintiva - olhos vermelhos brilhantes no escuro","碎片是一种突变体，由于棒状昆虫突变而出现，其显着特征是在黑暗中发光的红色眼睛",
"STR_RuneStone_Bereza","Birch Rune","Birch Rune","Runa bříza","Rune Birke","Руна берёза","Brzoza runa","Nyírfa Rúna","Runa di betulla","Runa de abedul","Rune bouleau","桦木符文","バーチルーン","Runa bétula","桦木符文",
"STR_RuneStone_Bereza1","According to the source, the birch tree in Scandinavian mythology symbolizes the beginning, renewal and new opportunities.","According to the source, the birch tree in Scandinavian mythology symbolizes the beginning, renewal and new opportunities.","Podle zdroje bříza ve skandinávské mytologii symbolizuje začátek, obnovu a nové možnosti.","Der Quelle zufolge symbolisiert die Birke in der skandinavischen Mythologie den Anfang, die Erneuerung und neue Möglichkeiten.","Согласно источнику, береза в скандинавской мифологии символизирует начало, обновление и новые возможности.","Według źródła brzoza w mitologii nordyckiej symbolizuje początek, odnowę i nowe możliwości.","A forrás szerint a skandináv mitológiában a nyírfa szimbolizálja a kezdetet, a megújulást és az új lehetőségeket.","Secondo la fonte, la betulla nella mitologia norrena simboleggia l'inizio, il rinnovamento e le nuove possibilità.","Según la fuente, el abedul en la mitología nórdica simboliza el comienzo, la renovación y las nuevas posibilidades.","Selon la source, le bouleau dans la mythologie nordique symbolise le début, le renouvellement et les nouvelles possibilités.","根据消息来源，斯堪的纳维亚神话中的桦树象征着开始，更新和新的机会。","情報源によると、スカンジナビアの神話の白樺の木は、始まり、更新、そして新しい機会を象徴しています。","De acordo com a fonte, a bétula na mitologia nórdica simboliza o início, renovação e novas possibilidades.","根据消息来源，斯堪的纳维亚神话中的桦树象征着开始，更新和新的机会。",
"STR_RuneStone_Bog","The Rune of God","The Rune of God","Runa Boží","Die Rune Gottes","Руна Бога","Runa Boga","Isten rúnája","Runa Di Dio","Runa De Dios","Rune De Dieu","上帝的符文","神のルーン","Runa De Deus","上帝的符文",
"STR_RuneStone_Bog1","The fourth rune of the elder, younger and Anglo-Saxon Futhark. In the older futhark (ᚨ) denotes the sound [a] and its reconstructed name ansuz - god or a representative of the genus of Aces","The fourth rune of the elder, younger and Anglo-Saxon Futhark. In the older futhark (ᚨ) denotes the sound [a] and its reconstructed name ansuz - god or a representative of the genus of Aces","Čtvrtá rouna starších, mladších a anglosaských futarků. Ve starší futarce (ᚨ) označuje zvuk [a] a její rekonstruovaný název ansuz je Bůh nebo zástupce rodu asů","Die vierte Rune des älteren, jüngeren und angelsächsischen Futarks. Im älteren Futarke bedeutet (ᚨ) den Klang [a] und seinen rekonstruierten Namen ansuz - Gott oder Vertreter der Asse","Четвёртая руна старшего, младшего и англосаксонского футарков. В старшем футарке (ᚨ) обозначает звук [a] и реконструированное её название  ansuz -  бог или представитель рода асов","Czwarta runa starszego, młodszego i anglosaskiego futarka. W starszym Futhark (ᚨ) oznacza dźwięk [a] i zrekonstruowaną jego nazwę ansuz-Bóg lub przedstawiciel rodu asów","Az idősebb, a fiatalabb és az angolszász Futhark negyedik rúnája. A régebbi futhark (6) jelöli a hang [A] és annak rekonstruált neve ansuz-Isten vagy képviselője a nemzetség ász","Quarta Runa dei Futhark senior, junior e anglosassone. Nel futharka anziano (ᚨ) denota il suono [a] e il suo nome ricostruito ansuz-un Dio o un membro della famiglia degli assi","La cuarta runa de los futarcos mayores, menores y anglosajones. El Futhark mayor (ᚨ) denota el sonido [a] y su nombre reconstruido ansuz es un Dios o representante del linaje de los ases","La quatrième rune des futarks aînés, juniors et Anglo-saxons. Dans l'ancien futarka (ᚨ) désigne le son [a] et son nom est ansuz-Dieu ou représentant de la famille des as","第四个符文的长老，年轻和盎格鲁-撒克逊富塔克。 在较旧的futhark（ᚨ）表示声音[a]及其重建的名称ansuz-god或Aces属的代表","長老、若い、アングロサクソンの4番目のルーンFuthark。 古いfutharkでは、音[a]とその再構築された名前ansuz-god、またはAces属の代表を示します","A quarta Runa dos futarks mais velhos, mais jovens e anglo-saxões. No Futhark mais velho (ᚨ) denota o som [a] e seu nome reconstruído ansuz-Deus ou representante da família ases","第四个符文的长老，年轻和盎格鲁-撒克逊富塔克。 在较旧的futhark（ᚨ）表示声音[a]及其重建的名称ansuz-god或Aces属的代表",
"STR_RuneStone_Chelovek","Rune man","Rune man","Runa muž","Rune Mann","Руна человек","Rune Man","Rune man","Runa uomo","Runa hombre","Rune homme","符文人","ルーンマン","Runa homem","符文人",
